company_brand,sector,stage,amount,headquarter,about_company,year,founded,founders,investor,Category
Thingsup,iot platform,,1000000.0,Pune,Thingsup is an Enterprise Grade IoT Platform.,2021,2020,"Akshay Ghadage, Pranav Naiknavare",Gsf Accelerator,technology
Arthya Wealth and Investments,financial services,Pre-Series A,1000000.0,Mumbai,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",2021,2020,Gaurav Arora,"Rishi Kumar Bagla, Krishen Lal Khanna",fintech
Zepto,e-commerce,,60000000.0,Mumbai,Grocery delivery startup,2021,2021,"Aadit Palicha, Kaivalya Vohra","Glade Brook Capital, Nexus, Y Combinator",e-commerce
Fi,financial services,Series B,50000000.0,Bangalore,Fi is a neo bank.,2021,2019,Sumit Gwalani,"Capital Group, Falcon Edge",fintech
Kiko Live,commerce,Pre-Series A,1000000.0,Gurgaon,Video-based social commerce startup,2021,2020,"Alok Chawla, Shivam","Dinesh Agarwal, Amarjit Batra",e-commerce
TurboHire,computer software,,0.0,Hyderabad,"Industry-leading augmented intelligence software for Talent Intelligence, Recruitment Automation, and Applicant Tracking",2021,2019,Deepak Agrawal,"Arcilla, Samir Khosla",technology
The Hosteller,hospitality,Pre-Series A,1000000.0,Mumbai,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.",2021,2015,Pranav Dangi,"Sunicon Ventures, Shubhkam Ventures, Jito Angel Network, Faad Network",technology
SatSure,defense space,,0.0,Bangalore,SatSure is an innovative decision analytics company,2021,2017,"Prateep Basu, Rashmit Singh Sukhmani, Abhishek Raju",Baring Pe India,events and entertainment
Ruptok Fintech,financial services,Pre-Series A,2000000.0,New Delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2021,2020,Ankur Gupta,Manuvel Malabar Jewellers,fintech
VilCart,e-commerce,,2000000.0,Bangalore,Vilcart's motto is sustainable rural development through stability for rural retailers.,2021,2017,Prasanna Kumar,Nabventures,e-commerce
Dogsee Chew,food beverages,Pre-Series A,7000000.0,Bangalore,100% Natural Dog Treats.,2021,2015,"Bhupendra Khanal, Sneh Sharma",Sixth Sense Ventures,food and beverages
Advantage Club,hr tech,Pre-Series A,3300000.0,Gurgaon,Advantage Club is India's largest employee engagement platform.,2021,2014,Sourabh Deorah,"Y Combinator, Jetty Ventures, Earlsfield Capital, Smc Advisors, Kunal Shah",technology
TRDR,financial services,,150000.0,Bangalore,TRDR is an all-new approach to investing.,2021,2020,Ricky Jacob,"Kunal Shah, Snehal Fulzele",fintech
Zoomcar,mobility,,92000000.0,Bangalore,Zoomcar holds the distinction of being India’s first personal mobility platform,2021,2012,Greg Moran,Sternaegis Ventures,technology
Leap India,logistics supply chain,,10000000.0,Mumbai,"""Leading Enterprise in Asset Pooling"" India's Largest Sustainable Supply Chain Solutions Company.",2021,2013,Anurag Malempati,Cdc Group,technology
SuperBottoms,consumer goods,,400000.0,Mumbai,SuperBottoms was born out of a personal passion for cloth diapering that would give the convenience of diapers while not harming the environment and baby’s skin.,2021,2015,Pallavi Utagi,Alteria Capital,consumer goods and services
Cora Health,health wellness fitness,Seed,600000.0,Bangalore,Social commerce marketplace for everyday health and wellness.,2021,2020,"Snigdha Kumar, Shrijit Venkatesh",Indian Angel Network,technology
Battery Smart,renewables environment,Pre-Series A,7000000.0,New Delhi,Battery Smart is building India’s largest network of battery swapping stations providing Li-ion batteries,2021,2019,"Pulkit Khurana, Siddharth Sikka","Blume Ventures, Orios Ventures",renewable energy
The Good Glamm Group,information technology services,Series D,150000000.0,Pune,South Asia’s largest Content-to-Commerce scale-up investing $100 million in fast-growing beauty & personal care brands.,2021,2021,"Darpan Sanghvi, Priyanka Gill, Naiyya Saggi","Warburg Pincus, Prosus Ventures",technology
Mosaic Wellness,health wellness fitness,Series A,24000000.0,Mumbai,A platform of digital first health clinics for men and women,2021,2019,Dhyanesh Shah,Sequoia,technology
CloudFiles,saas startup,Pre-Seed,300000.0,Bangalore,"Supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.",2021,2020,"Vishesh Singhal, Ankit Gupta, Siddharth Garg",Titan Capital,technology
The Viral Fever,entertainment,,2000000.0,Mumbai,India's leading digital entertainment network.,2021,2012,Arunabh Kumar,Blacksoil,technology
Xpand,e-commerce,Pre-Series A,1500000.0,New Delhi,LMCE handholds brands and enables their reach across the UNSERVED & UNDER-SERVED pockets of the country in a SUSTAINABLE manner to drive MEASURABLE growth.,2021,2021,Sanjay Kaul,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal",e-commerce
Troo Good,e-commerce,Series A,7000000.0,Hyderabad,An FMCG company selling nutritious products at an affordable price points.,2021,2018,Raju Bhupati,Oaks Asset Management,e-commerce
Prodo,business supplies equipment,Pre-Seed,300000.0,New Delhi,"Prodo is an e-commerce platform that provides manufacturing of made-to-order, readymade and white labeled consumables for medium and large enterprises.",2021,2021,"Sameen Husain, Abhiroop Srivastava","Titan Capital, Letsventure",business services
Unnati,financial services,Series A,7000000.0,Noida,Fintech powered digital agri ecosystem,2021,2019,"Amit Sinha, Ashok Prasad","Incofin, Nabventures, Orios",fintech
Lysto,nft,Seed,3000000.0,Bangalore,"Lysto is building APIs, Tools & Infrastructure to enable the creation & distribution of NFTs across platforms with a few clicks or few lines of code.",2021,2021,Sadiq Ahamed,Beenext,events and entertainment
Wakefit,furniture,Series C,20000000.0,Bangalore,"A home solutions and sleep company, currently collaborating with the world's biggest sleep influencer.",2021,2014,"Ankit Garg, Chaitanya Ramalingegowda",Sig,technology
Buyofuel,oil energy,Seed,100000.0,Coimbatore,Green Fuels Marketplace,2021,2020,"Kishan Karunakaran, Venkateswaran Selvan, Sumanth Kumar",Inflection Point Ventures,renewable energy
ElectricPe,mobility and transportation,Seed,3000000.0,Bangalore,India's largest Electric Vehicle Charging Platform,2021,2021,"Avinash Sharma, Raghav Rohila","Blume Ventures, Micelio Fund",technology
Vayana Network,financial services,Series C,30000000.0,Pune,"Vayana Network is an electronic network that connects Corporates and their Supply Chain to Financial Institutions for easy, quick and low-cost access to Trade Financing of their Payables and Receivables.",2021,2017,Ramaswamy Iyer,"Cdc Group, Jungle Ventures, March Capital, Marshall Wace",fintech
Valuationary,education,Pre-Seed,100000.0,Surat,EdTech platform upskilling candidates to bag deserving finance job roles.,2021,2020,"Pratik Bajaj, Kunal Shah, Mahip Gupta","Ashish Jain, Ajay Surana",education and training
Knocksense,online media,,150000.0,Lucknow,Knocksense is a local news and recommendations platform.,2021,2016,"Varul Mayank, Vibhore Mayank","We Founder Circle, Appyhigh, Mumbai Angels",media and entertainment
Petpooja,information technology services,,4500000.0,Ahmedabad,"Petpooja is the largest next-generation PoS platform for the F&B sector with more than 25,000+ clients across India and UAE.",2021,2011,"Apurv Patel, Parthiv Patel","Aroa Ventures, Gvfl, Udaan",technology
Wingreens Farms,food beverages,,17000000.0,Gurgaon,"Wingreens Farms is a fully integrated (farm to retail) Food Company in the business of making and selling a range of fresh, healthy, tasty and innovative food products.",2021,2011,"Anju C Srivastava, Arjun Srivastava","Investcorp, Omidyar Network",food and beverages
Doola,company as a service,,3000000.0,New York,The ultimate One-Stop-Shop™? to help US and Non-US Founders to turn an idea into their dream US Business,2021,2020,"Arjun Mahadevan, Jp Pincheira",Nexus Venture Partners,business services
EyeMyEye,eyewear,Pre-Series A,2000000.0,Gurgaon,"Shop the latest Eyeglasses, Sunglasses, Power Sunglasses, Contact Lens and more.",2021,2021,Ganesh Iyer,Hyderabad,technology
Bombay Hemp Company,textiles,,2000000.0,Mumbai,"BOHECO was founded to research on and promote industrial hemp, the super crop of our era in India. BOHECO was formally registered under The Companies Act",2021,2013,"Avnish Pandya, Delzaad Deolaliwala","Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar",consumer goods
DGV,information technology services,Pre-Series A,3000000.0,Bangalore,NeoBanking for Bharat,2021,2019,Ragavan Venkatesan,"Info Edge Ventures, Omnivore",technology
GuardianLink,information technology services,Series A,12000000.0,Chennai,Building tech infrastructure to help NFT commerce go mainstream,2021,2017,"Ramkumar Subramaniam, Kamesh Elangovan",Kalaari Capital,technology
Clinikk,hospital health care,Pre-Series A,4000000.0,Bangalore,Transforming health insurance by building India's first managed care model,2021,2016,"Dr.Suraj Baliga, Bhavjot Kaur",Massmutual Ventures,technology
Toplyne,computer software,,2500000.0,Bangalore,Toplyne helps sales teams at product-led companies convert their freemium users!,2021,2021,"Rishen Kapoor And Ruchin Kulkarni, Rohit Khanna","Sequoia Capital , Together Fund",technology
Mensa,d2c,Series B,135000000.0,Bangalore,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",2021,2021,Ananth Narayanan,"Alpha Wave Ventures, Falcon Edge Capital",e-commerce
GENLEAP,professional training coaching,Seed,8000000.0,Haryana,GenLeap is India’s first self-discovery and career lifecycle management platform.,2021,2021,"Sachin Sandhir, Nimish Gupta, Nitin Thakur, Shweta Kataria","Vivek Vaidya, Kevin Donlon, Ayush Singh",technology
Planys,maritime,Pre-Series A,1600000.0,Chennai,Planys is an Indian deep tech start-up creating a paradigm shift in the underwater inspection industry.,2021,2015,"Tanuj Jhunjhunwala, Vineet Upadhyay, Rakesh Sirikonda","Kieretsu Forum, Lets Venture, Shell",technology
Wonderchef,consumer goods,,20000000.0,Mumbai,"Wonderchef Cookware and Appliances is a perfect blend of health, taste, and convenience that inspires us to 'cook with pride'.",2021,2009,Ravi Saxena,"Sixth Sense Ventures, Godrej Family Office, Malpani Group",consumer goods and services
GoKwik,information technology services,Series A,15000000.0,New Delhi,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,2021,2020,"Chirag, Vivek Bajpai, Ankush Talwar",Sequoia Capital India,technology
Velocity,financial services,Series A,20000000.0,Bangalore,"Velocity provides revenue based financing, up to Rs 3 crores, for marketing and inventory spends of online businesses.",2021,2020,"Saurav Swaroop, Abhiroop Medhekar, Atul Khichariya",Valar Ventures,fintech
SalaryBox,financial services,Seed,4000000.0,Gurgaon,SalaryBox is solution that makes employee management effortless.,2021,2020,"Nikhil Goel, Peeyush Goyal","Y-Combinator, Ame Cloud Ventures, Gokul Rajaram",fintech
Boingg,furniture,Seed,200000.0,Gurgaon,D2C furniture brand,2021,2019,"Neha Indoria, Dhruvan Barar",Inflection Point Ventures,technology
Better Capital,venture capital private equity,,15000000.0,Santra,"Better is a top-tier India-focused pre-seed venture firm with a portfolio of 100+ companies including stellar successes like Rupeek, Open, Khatabook, Bijak",2021,2006,Vaibhav Domkundwar,,technology
Tickertape,financial services,,5000000.0,Bangalore,"Tickertape provides data, information & content for Indian stocks, ETFs & indices",2021,2019,Ujjwal Ankur,Smallcase,fintech
Zenpay Solutions,financial services,,0.0,New Delhi,"India’s fastest growing fintech company, which has revolutionized the ultimate banking experience especially by reaching out to thousands of blue-collared employees by promoting digital banking solutions across India.",2021,2019,Ankit Bhargava,"The Staruplab, Angelbay",fintech
Disprz,education,Series B,13000000.0,Mumbai,An AI-powered right skilling suite that helps enterprises unlock business potential.,2021,2015,"Subramanian Viswanathan, Kuljit Chadha","Dallas Venture Capital, Mars Growth Capital",education and training
Arbo Works,computer software,,0.0,Mountain View,Finance technology,2021,2021,Caesar Sengupta,Sequoia Capital,technology
Inzpira,education,Seed,300000.0,Trivandrum,"Inzpira is India's only Live online 1:1 platform for Language Learning & Test Preparation that lets users instantly connect with expert trainers and learn anytime, from anywhere.",2021,2021,"Rohith Namboothiri, Sruthy Ramesh","Raj Nair, Gopinath Latpate",education and training
Defy,financial services,,5500000.0,Bangalore,Building India's first social crypto exchange,2021,2021,"Bhagaban Behera, Sriharsha Setty, Nakul Kelkar","Y Combinator, Goat Vc, Jam Fund, Goodwater Capital",fintech
Mindhouse,health wellness fitness,Seed,6000000.0,Gurgaon,Mindhouse is a Yoga & Nutrition driven personalized healthcare platform.,2021,2019,"Pooja Khanna, Pankaj Chaddah","Binny Bansal, General Catalyst",technology
Homversity,housing marketplace,,155000.0,Ahmedabad,Homversity is the digital ecosystem that aims to support the 93 BN USD student housing & Co-living industry in India.,2021,2017,Saurav Kumar Sinha,,technology
Toppersnotes,education management,Seed,1000000.0,Jaipur,"Toppersnotes is an edtech company, primarily operating in the test preparation industry.",2021,2015,"Ayush Agarwal, Devendra Dhaka, Arpit Bansal",Inflection Point Ventures,education and training
NoBroker.com,property,Series E,2100000.0,Bangalore,NoBroker is a disruptive force in the Real Estate Industry.,2021,2014,"Akhil Gupta, Amit, Saurabh","General Atlantic, Tiger Global, Moore Strategic Ventures",real estate
Haber,industrial automation,Series B,20000000.0,Pune,"Real-time, automated insights to increase plant efficiency",2021,2017,"Vipin Raghavan, Priya Venkat, Arjunan Pn",Ascent Capital,technology
True Balance,financial services,,30000000.0,Gurgaon,"Balancehero India Private Limited (BHI), the wholly owned subsidiary of Balancehero Co. Ltd., Korea which runs and operates mobile App “True Balance”.",2021,2014,Cheolwon Lee,"Northern Arc, Arthmate, Shine Star, E Clear, Hinduja",fintech
